image_path,text
iam_images/1345.png,West and uncommitted nations - is the
iam_images/1346.png,growing body of opinion in this country
iam_images/1347.png,interest for the whole world - East and
iam_images/1348.png,by helping to suggest agreements which could
iam_images/1349.png,"be accepted by both East and West . """
iam_images/1350.png,believes that Britain could be more effective
iam_images/1351.png,"would be "" integrated "" to a greater"
iam_images/1352.png,"about 400,000 men . The three Services"
iam_images/1353.png,Services . Its aim will be to produce superbly
iam_images/1354.png,"be published in March , is likely to"
iam_images/1355.png,"THE next White Paper on defence , to"
iam_images/1356.png,contain a five-year plan for the three
iam_images/1357.png,"equipped , all-Regular forces of"
iam_images/1358.png,extent than ever before .
iam_images/1359.png,with the Prime Minister's approval .
iam_images/1360.png,and operations . This would apply also in the
iam_images/1361.png,"not contemplated , the Navy , Army and Royal"
iam_images/1362.png,command structure and central administrative
iam_images/1363.png,"organisation . Mr. Watkinson , Minister of Defence ,"
iam_images/1364.png,"Air Force would become , for practical purposes ,"
iam_images/1365.png,complete co-operation at all levels in training
iam_images/1366.png,"has been working on the plan for some months ,"
iam_images/1367.png,a single defence force . There would be
iam_images/1368.png,"Short of wearing the same uniform , which is"
iam_images/1369.png,are now being worked out by the Chiefs
iam_images/1370.png,Ministers concerned with overseas aspects
iam_images/1371.png,"of Staff , a process that may take four"
iam_images/1372.png,Ministers . He has also had talks with the Earl
iam_images/1373.png,"of Home , Foreign Secretary , and with other"
iam_images/1374.png,of defence policy . Details of the scheme
iam_images/1375.png,or five months .
iam_images/1376.png,He has had numerous meetings with the Service
iam_images/1377.png,approval . Mr. Watkinson remains con-
iam_images/1378.png,The scheme will be subject to Cabinet
iam_images/1379.png,"of Defence , is still correct . This was to"
iam_images/1380.png,vinced that the policy initiated in
iam_images/1381.png,return to the tradition of all-Regular
iam_images/1382.png,"1957 , in Mr. Sandys's time as Minister"
iam_images/1383.png,"voluntary forces , with the last National"
iam_images/1384.png,of 1962 .
iam_images/1385.png,Serviceman out of uniform by the end
iam_images/1386.png,"cannot be entirely discounted , he does"
iam_images/1387.png,not agree that the point has been reached
iam_images/1388.png,He is confident the aim can be achieved .
iam_images/1389.png,While the possibility of an eventual return
iam_images/1390.png,engagement would probably have to be for
iam_images/1391.png,"National Service is ever resorted to ,"
iam_images/1392.png,The Minister regards the recent trend
iam_images/1393.png,where this need even be considered . If
iam_images/1394.png,to National Service in some form
iam_images/1395.png,three years .
iam_images/1396.png,of recruiting figures as encouraging .
iam_images/1397.png,"Service , or over any other aspect of"
iam_images/1398.png,no truth in suggestions that Mr. Watkinson
iam_images/1399.png,serve at least a year overseas . There is
iam_images/1400.png,is at odds with the Service chiefs over
iam_images/1401.png,necessary for the extended training modern
iam_images/1402.png,the decision to dispense with National
iam_images/1403.png,It is thought this would be the minimum
iam_images/1404.png,defence policy .
iam_images/1405.png,arms require and to enable each man to
iam_images/1406.png,Criticisms about Army manpower appear
iam_images/1407.png,to have come mainly from retired officers
iam_images/1408.png,"Francis Festing , who believes completely"
iam_images/1409.png,"Sir Francis , is equally convinced Mr."
iam_images/1410.png,"Gen. Sir Richard Hull , who is to succeed"
iam_images/1411.png,who have held high positions but
iam_images/1412.png,Watkinson is right .
iam_images/1413.png,Mr. Watkinson has had the utmost support
iam_images/1414.png,"from the C.I.G.S. , Field-Marshal Sir"
iam_images/1415.png,are out of touch with the existing situation .
iam_images/1416.png,in the principle of an all-Regular army .
iam_images/1417.png,his leave .
iam_images/1418.png,Sir Francis is to hand over to Sir Richard
iam_images/1419.png,concentrated on possible need for important
iam_images/1420.png,moment # when attention had to be
iam_images/1421.png,"as from Nov. 1 . The hand-over , due in"
iam_images/1422.png,Berlin crisis . Mr. Watkinson and his advisers
iam_images/1423.png,"Francis stayed on , and # sacrificed"
iam_images/1424.png,military operations . For this reason Sir
iam_images/1425.png,felt the change would be unwise at a
iam_images/1426.png,"September , was delayed because of the"
iam_images/1427.png,the House . Early results in yesterday's
iam_images/1428.png,There was a computed 8.4 per cent. swing
iam_images/1429.png,the Prime Minister . This implies the dis-
iam_images/1430.png,"fontein and the Transvaal , with slightly"
iam_images/1431.png,"Lawrence , standing as a Progressive , was"
iam_images/1432.png,"returned in their strongholds , like Bloem-"
iam_images/1433.png,appearance of the Progressive party from
iam_images/1434.png,"increased majorities . In the Cape , the"
iam_images/1435.png,"veteran United Party politician , Mr. Harry"
iam_images/1436.png,general election showed Nationalists being
iam_images/1437.png,"towards the Nationalist party of Dr. Verwoerd ,"
iam_images/1438.png,"Progressive party , Dr. Steytler , in Port"
iam_images/1439.png,"Mr. Plewman , left the Progressives deprived"
iam_images/1440.png,"afterwards by the United party candidate ,"
iam_images/1441.png,dates are unopposed .
iam_images/1442.png,The contests were for 86 seats as 70
iam_images/1443.png,The defeat of the leader of the
iam_images/1444.png,"the Leader of the Opposition , Sir de"
iam_images/1445.png,"Elizabeth South , announced immediately"
iam_images/1446.png,Nationalists and 20 United party candi-
iam_images/1447.png,of both their chief figures . Dr. Verwoerd and
iam_images/1448.png,"Villiers Graaff , have been returned unopposed ."
iam_images/1449.png,evident that voters were bored by the
iam_images/1450.png,last night that he had considered early
iam_images/1451.png,the most apathetic in the country's history .
iam_images/1452.png,Government's frequent appeals to the electorate .
iam_images/1453.png,The election was the fourth in four years .
iam_images/1454.png,British Army of the Rhine on to a war footing .
iam_images/1455.png,THE Prime Minister disclosed in the Commons
iam_images/1456.png,Long before polling closed at 8 p.m. it was
iam_images/1457.png,in the Parliamentary recess whether to
iam_images/1458.png,mobilise reserves necessary to bring the
iam_images/1459.png,In most constituencies it may go down as
iam_images/1460.png,to do so and to recall Parliament . But
iam_images/1461.png,"economic and political kind . Mr. Macmillan ,"
iam_images/1462.png,principle the imposed division of Germany .
iam_images/1463.png,if a further deterioration in the situation
iam_images/1464.png,warranted such a step . It would have to be
iam_images/1465.png,He decided that it would be a great error
iam_images/1466.png,who was winding up the foreign affairs
iam_images/1467.png,"debate , said the Government could not"
iam_images/1468.png,"accompanied by other measures of a military ,"
iam_images/1469.png,there would be no hesitation in mobilising
iam_images/1470.png,be party to accepting as a matter of
iam_images/1471.png,"Minister of State , Foreign Office , said"
iam_images/1472.png,tests . The Council's findings would be
iam_images/1473.png,but we must not - and I am not - be
iam_images/1474.png,the Medical Research Council to reassess
iam_images/1475.png,earlier that the Government had asked
iam_images/1476.png,"afraid of negotiation . "" Mr. Godber ,"
iam_images/1477.png,the fall-out position in view of the Russian
iam_images/1478.png,""" We must not be rattled into surrender ,"
iam_images/1479.png,made public .
iam_images/1480.png,that # appeasement over Berlin could
iam_images/1481.png,the surest way to avert it .
iam_images/1482.png,"Eden , in his maiden speech in the House"
iam_images/1483.png,With a vigour and authority which delighted
iam_images/1484.png,"only lead to war . To stand firm , he"
iam_images/1485.png,"the Earl of Avon , the former Sir Anthony"
iam_images/1486.png,"old Parliamentary friends and foes alike ,"
iam_images/1487.png,"declared , was not to invite war , but"
iam_images/1488.png,"of Lords last night , gave a warning"
iam_images/1489.png,Asia .
iam_images/1490.png,nuclear tests ; the canard about British
iam_images/1491.png,speech in which Mr. Macmillan wound up
iam_images/1492.png,accent of urgency . He passed in rapid
iam_images/1493.png,"tone , and his voice never rose to any"
iam_images/1494.png,"He began in a low , almost chatty mono-"
iam_images/1495.png,It was the end of a rather curious
iam_images/1496.png,the two-day debate on foreign affairs .
iam_images/1497.png,review the United Nations Secretariat ;
iam_images/1498.png,interference with the United Nations
iam_images/1499.png,in the Congo ; Kuwait ; and South-East
iam_images/1500.png,He spent most of his short half-hour on
iam_images/1501.png,Britain could not be a party to an imposed
iam_images/1502.png,"division . But negotiation , as the debate had"
iam_images/1503.png,final and irrevocable division of Germany .
iam_images/1504.png,"some "" new myth "" about betrayal of Germany"
iam_images/1505.png,"shown , could be undertaken on a variety"
iam_images/1506.png,"by the Allies . "" We do not , "" he said , "" really"
iam_images/1507.png,certain that they wanted to establish a
iam_images/1508.png,"know what the Russians want . "" But he was"
iam_images/1509.png,of bases .
iam_images/1510.png,Berlin . He deplored the possibility of
iam_images/1511.png,necessary to bring the British Army of the Rhine
iam_images/1512.png,would have created a thoroughly unde-
iam_images/1513.png,"by proclamation , such as would be"
iam_images/1514.png,sirable atmosphere of panic . He thought
iam_images/1515.png,that the situation was rather more
iam_images/1516.png,on to a fully active footing . That
iam_images/1517.png,Mr. Macmillan explained that he had deliber-
iam_images/1518.png,ately refrained during the summer from
iam_images/1519.png,hopeful .
iam_images/1520.png,recalling Parliament or ordering mobilisation
iam_images/1521.png,remarkable degree of sub-normality .
iam_images/1522.png,than about substance . The Prime Minister's
iam_images/1523.png,"at any time rose to fever pitch , to a"
iam_images/1524.png,"temperature of the debate , which never"
iam_images/1525.png,"of Home , Foreign Secretary , was listening"
iam_images/1526.png,in the Peers' Gallery .
iam_images/1527.png,Throughout Mr. Macmillan's speech the Earl
iam_images/1528.png,The Russians now realised its seriousness . The
iam_images/1529.png,attitude of studied calm brought down the
iam_images/1530.png,French doubts were more about procedure
iam_images/1531.png,"State , Foreign Office , as "" pedantic and"
iam_images/1532.png,severely rated the speech of his predecessor .
iam_images/1533.png,"censured by Mr. Shinwell , former Labour"
iam_images/1534.png,"Defence Minister , for having read the"
iam_images/1535.png,These strictures were all too well justified .
iam_images/1536.png,"of Mr. Healey , "" Shadow "" Foreign Secretary ,"
iam_images/1537.png,"described by Mr. Godber , Minister of"
iam_images/1538.png,We started with the plaintive wailings
iam_images/1539.png,"obscure on Berlin , damaging and obscure"
iam_images/1540.png,The early speakers in the debate each
iam_images/1541.png,"on the Congo . "" In turn , Mr. Godber was"
iam_images/1542.png,The trouble about such debates is that
iam_images/1543.png,Healey had another tilt at the Prime Minister's
iam_images/1544.png,in which all the boys were welcome to
iam_images/1545.png,early stages of to-night's debate . Mr.
iam_images/1546.png,"golf-course Press conference , which he"
iam_images/1547.png,they range too widely . They remind one of
iam_images/1548.png,"business "" removed their jackets . Not many"
iam_images/1549.png,"the Rugby match in "" Tom Brown's Schooldays , """
iam_images/1550.png,metaphorical braces were visible in the
iam_images/1551.png,"described as "" a display of flabby and"
iam_images/1552.png,"take part , and only those who "" really meant"
iam_images/1553.png,theme of limitation of armaments in Europe .
iam_images/1554.png,prohibition of the production of atomic
iam_images/1555.png,establish in these territories .
iam_images/1556.png,"from Mr. Ellis Smith ( Lab. , Stoke on Trent S. ) ."
iam_images/1557.png,A reference to the reunification of Germany
iam_images/1558.png,"This could , he suggested , be linked with"
iam_images/1559.png,"brought a bark of "" Start another war ! """
iam_images/1560.png,weapons in any part of Europe . Inspection
iam_images/1561.png,Then Mr. Healey launched out on his pet
iam_images/1562.png,and control would be much easier to
iam_images/1563.png,rebuked the unaligned nations for not
iam_images/1564.png,"bingo-parlour . """
iam_images/1565.png,the temple of their religion is the
iam_images/1566.png,"the Government , said Mr. Healey , to"
iam_images/1567.png,using double standards . Ministers had
iam_images/1568.png,Mr. Healey denounced the Government for
iam_images/1569.png,events in Angola or Algeria . It was not for
iam_images/1570.png,"condemning the new Russian tests , but"
iam_images/1571.png,"take up moral attitudes , "" especially when"
iam_images/1572.png,they themselves had no condemnation for
iam_images/1573.png,"night by his leader , Mr. Gaitskell . Mr."
iam_images/1574.png,religion as had failed to detect this cult .
iam_images/1575.png,limited success . He rallied behind him
iam_images/1576.png,Godber's performance merited all the mild
iam_images/1577.png,scorn heaped on it by Mr. Shinwell .
iam_images/1578.png,This puzzled such students of comparative
iam_images/1579.png,But Mr. Healey had a partial and
iam_images/1580.png,the Left-wing opinion so coolly snubbed last
iam_images/1581.png,the council's findings would be published .
iam_images/1582.png,Government had asked the Medical Research
iam_images/1583.png,Sahara on the grounds that they were
iam_images/1584.png,He was not so happy in his defence of
iam_images/1585.png,France for her nuclear tests in the
iam_images/1586.png,the Government's failure to condemn
iam_images/1587.png,Council to reassess the fall-out position in
iam_images/1588.png,"True , he did tell the House that the"
iam_images/1589.png,only little ones .
iam_images/1590.png,"view of the Russian tests , and said that"
iam_images/1591.png,"Thomas , M.P. for Leicester N.E. , a former"
iam_images/1592.png,"brief . He resembles the elephant seal , an"
iam_images/1593.png,# otherwise endearing creature whose
iam_images/1594.png,"Labour Solicitor-General , and Mrs. Barbara"
iam_images/1595.png,through a cliche-ridden Foreign Office
iam_images/1596.png,"articulation is limited , we are told , to a"
iam_images/1597.png,This was too reminiscent of the nursemaid
iam_images/1598.png,and her illegitimate baby . For the most
iam_images/1599.png,"part , Mr. Godber muttered his way"
iam_images/1600.png,series of heavy sighs . Sir Lynn Ungoed-
iam_images/1601.png,of the Campaign for Nuclear
iam_images/1602.png,A personal letter of protest against the
iam_images/1603.png,"atmosphere as a crime against humanity . """
iam_images/1604.png,of them Left-wing # sympathisers .
iam_images/1605.png,"# Khruschev , was also taken to the"
iam_images/1606.png,Russian Embassy .
iam_images/1607.png,"tests from Canon Collins , chairman"
iam_images/1608.png,"It condemned "" the pollution of the world's"
iam_images/1609.png,"Disarmament , addressed to Mr."
iam_images/1610.png,"It was signed by 60 Labour M.P.s , many"
iam_images/1611.png,on disarmament .
iam_images/1612.png,Lobby of the House of Commons last
iam_images/1613.png,night and formed a queue stretching
iam_images/1614.png,bomb demonstrators thronged the Central
iam_images/1615.png,A POLITICAL CORRESPONDENT writes : Ban-the-
iam_images/1616.png,"in Old Palace Yard . About 2,000"
iam_images/1617.png,lobbied M.P.s and harangued them
iam_images/1618.png,for more than 200 yards outside
iam_images/1619.png,to deal in his next regular Budget with
iam_images/1620.png,to catch speculators in shares and property .
iam_images/1621.png,MR SELWYN LLOYD may speed up his plans
iam_images/1622.png,some profits which now escape tax .
iam_images/1623.png,Lloyd said on # Tuesday that he proposed
iam_images/1624.png,dramatically in the Commons yesterday . Mr
iam_images/1625.png,"public opinion over his "" July Budget "" came"
iam_images/1626.png,The first hint of the Chancellor bowing to
iam_images/1627.png,Government does not like retrospective legislation .
iam_images/1628.png,companies and put one property deal through
iam_images/1629.png,people the Chancellor hopes to tax . These
iam_images/1630.png,and property dealers who form a chain of
iam_images/1631.png,"to the Treasury , said yesterday that the"
iam_images/1632.png,are people buying and selling shares within
iam_images/1633.png,"Sir Edward Boyle , Financial Secretary"
iam_images/1634.png,"a short period , those "" stagging "" on a new issue"
iam_images/1635.png,each .
iam_images/1636.png,He went on to describe the kind of
iam_images/1637.png,"was speaking , the Prime Minister and Mr. Lloyd"
iam_images/1638.png,had a whispered conversation .
iam_images/1639.png,it an Autumn Budget . You can call it a Taxation
iam_images/1640.png,"legislation . "" Why don't you make proposals to legislate"
iam_images/1641.png,"in the autumn ? "" Mr. Wilson asked . "" We wouldn't call"
iam_images/1642.png,"Mr. Harold Wilson , Shadow Chancellor , jumped up to"
iam_images/1643.png,"Management Bill , if you like . "" While Mr. Wilson"
iam_images/1644.png,offer the Government an easy passage for such
iam_images/1645.png,Mr. Wilson's offer in mind . Guy Eden writes :
iam_images/1646.png,""" commit suicide "" at the TUC's"
iam_images/1647.png,"FRANK FOULKES , Communist president"
iam_images/1648.png,Treasury experts are already working on
iam_images/1649.png,quick in-and-out speculator deals .
iam_images/1650.png,They nodded at each other and Sir Edward
iam_images/1651.png,invitation .
iam_images/1652.png,"in industry will not be affected , but only"
iam_images/1653.png,the scheme . Profits of genuine investors
iam_images/1654.png,"of the ETU , refused yesterday to"
iam_images/1655.png,rose to say that the Chancellor would bear
iam_images/1656.png,"ETU. In reply to the call for his resignation he said : "" Our rules"
iam_images/1657.png,I should commit hara-kiri .
iam_images/1658.png,say that if an official resigns he is not allowed to run again
iam_images/1659.png,"for three years . "" I have only 2 1/2 years to go before I retire ,"
iam_images/1660.png,He was announcing his executive's rejection of the ultimatum to the
iam_images/1661.png,so this is an invitation from my good friends of the TUC that
iam_images/1662.png,years ; Sub-committees set up to strip
iam_images/1663.png,secretary John Byrne of his powers must
iam_images/1664.png,disband in ten days . These the ETU
iam_images/1665.png,The other TUC demands : Five leading
iam_images/1666.png,Communists must not hold office for five
iam_images/1667.png,committees .
iam_images/1668.png,"and "" unwarranted "" interference . "" But it"
iam_images/1669.png,agreed to postpone operation of the sub-
iam_images/1670.png,"executive rejected as "" wholly unacceptable """
iam_images/1671.png,"The small rocket craft , for destroying big"
iam_images/1672.png,"20 years they will have free food , housing , light ,"
iam_images/1673.png,to the preparations for launching their
iam_images/1674.png,Leningrad were thousands now told that in
iam_images/1675.png,"heat , transport and medical treatment - all"
iam_images/1676.png,rockets . Applauding on the river banks at
iam_images/1677.png,for a working week of 34 to 36 hours .
iam_images/1678.png,"ships , are controlled automatically , even"
iam_images/1679.png,Union can be seen here - a truly inspiring
iam_images/1680.png,"and proud sight , "" said Moscow radio's"
iam_images/1681.png,Commons of his momentous
iam_images/1682.png,"the Communist "" Nato . "" He said rocket-"
iam_images/1683.png,the basis of the Soviet Navy . MR.
iam_images/1684.png,MACMILLAN'S announcement in the
iam_images/1685.png,forces of the Warsaw Pact countries -
iam_images/1686.png,""" The whole naval might of the Soviet"
iam_images/1687.png,commentator . The parade was reviewed by
iam_images/1688.png,"Marshal Andrei Grechko , commanding the"
iam_images/1689.png,carrying atomic submarines now formed
iam_images/1690.png,"and added : "" It is the most disastrous thing any Prime"
iam_images/1691.png,"Minister has done for many , many generations . "" He"
iam_images/1692.png,"concluded : "" The best service the Prime Minister can do"
iam_images/1693.png,all parties . Even close friends were signalling Mr. Fell
iam_images/1694.png,"would be to resign . "" The outburst shocked MPs of"
iam_images/1695.png,"Mr. Anthony Fell ( Yarmouth ) called the decision "" shocking """
iam_images/1696.png,to stop .
iam_images/1697.png,"down . A few minutes later , Mr. Fell got up"
iam_images/1698.png,all parts of the Conservative side . Mr.
iam_images/1699.png,waved his hand at Mr. Fell .
iam_images/1700.png,minutes later to stand just inside the
iam_images/1701.png,"middle of the amazing scene , Mr. Macmillan"
iam_images/1702.png,Fell appeared to be in tears as he sat
iam_images/1703.png,"There were loud cries of "" shame "" from"
iam_images/1704.png,and left the chamber . He returned five
iam_images/1705.png,doorway looking more composed . In the
iam_images/1706.png,"to sit down by the Prime Minister . "" Protests had been expected"
iam_images/1707.png,the effect on one former supporter that he now thinks this Prime
iam_images/1708.png,"accused the Prime Minister of "" political double talk . "" "" It had"
iam_images/1709.png,"Minister is a national disaster , "" he said ."
iam_images/1710.png,"This seemed to infuriate Mr. Fell even more . "" I cannot be told"
iam_images/1711.png,from Tory rebels . But Mr. Fell's attack was unprecedented . He
iam_images/1712.png,"opposition , which will be aired in the"
iam_images/1713.png,debate tomorrow and on Thursday .
iam_images/1714.png,"anything , rallied support to the Prime Minister ."
iam_images/1715.png,"This apparently , was Mr. Macmillan's assessment ."
iam_images/1716.png,"Most MPs agreed that Mr. Fell's attack had , if"
iam_images/1717.png,"that Mr. Fell had probably "" maximised his"
iam_images/1718.png,of such ferocity . But there was ample
iam_images/1719.png,"support . "" There were no other attacks"
iam_images/1720.png,He confined his reply to the observation
iam_images/1721.png,evidence of Conservative and Labour
iam_images/1722.png,Government's intention :
iam_images/1723.png,of our European Free Trade Association partners
iam_images/1724.png,Community without prior negotiation with a view
iam_images/1725.png,Government could join the European Economic
iam_images/1726.png,"and of British agriculture . "" Near the end of a"
iam_images/1727.png,"House was crowded . He said : "" No # British"
iam_images/1728.png,"to meeting the needs of the Commonwealth countries ,"
iam_images/1729.png,"long statement , Mr. Macmillan stated the"
iam_images/1730.png,"As Mr. Macmillan made his announcement , the"
iam_images/1731.png,""" Shame . "" Mr. Williams is a close"
iam_images/1732.png,conclusion that it would be right for
iam_images/1733.png,Britain to make a formal application . .
iam_images/1734.png,""" After long and earnest consideration , Her"
iam_images/1735.png,"the Community . "" At this point , Mr. Paul"
iam_images/1736.png,"Williams ( Cons. , Sunderland ) called out"
iam_images/1737.png,associate of Mr. Fell .
iam_images/1738.png,for negotiations with a view to joining
iam_images/1739.png,Majesty's Government have come to the
iam_images/1740.png,behind the Serjeant at Arms' chair .
iam_images/1741.png,"raised by Tory critics . Mr. Anthony Fell ,"
iam_images/1742.png,"He claimed that , unless we were in the"
iam_images/1743.png,"Monday , took up a position almost hidden"
iam_images/1744.png,play any part in # determining its future .
iam_images/1745.png,who created a scene on this point on
iam_images/1746.png,"Common Market , we should not be able to"
iam_images/1747.png,Mr. Macmillan dealt with the main objection
iam_images/1748.png,""" We can lead better from within , "" he said ."
iam_images/1749.png,he said .
iam_images/1750.png,"Common Market . "" The Community"
iam_images/1751.png,( Common Market ) has imparted an
iam_images/1752.png,"to The Six . Above all , it is an idea"
iam_images/1753.png,tribute to the development of the
iam_images/1754.png,Market than by isolation . He paid
iam_images/1755.png,impetus and an economic growth
iam_images/1756.png,to the Commonwealth through the
iam_images/1757.png,"which has gripped men's minds , """
iam_images/1758.png,strength we would gain in the Common
iam_images/1759.png,Mr. Macmillan said we could be more help
iam_images/1760.png,"probably gain . "" Many people feel we have had , perhaps , too"
iam_images/1761.png,"Mr. Reginald Maudling . "" These were negotiations in which the"
iam_images/1762.png,"President of the Board of Trade played a conspicuous part , "" the"
iam_images/1763.png,"swamped by cheap labour . Our industry , he said , would"
iam_images/1764.png,"Referring to previous negotiations , Mr. Macmillan looked towards"
iam_images/1765.png,Premier said . He dismissed the idea that Britain would be
iam_images/1766.png,"much shelter , "" he went on ."
iam_images/1767.png,Minister that I do not think
iam_images/1768.png,"federalism in Europe , "" he went"
iam_images/1769.png,"retorted . "" I agree with the Prime"
iam_images/1770.png,we are necessarily bound for
iam_images/1771.png,Mr. Gaitskell said he had been
iam_images/1772.png,"of considerable authority , "" he"
iam_images/1773.png,on .
iam_images/1774.png,Conservatives protested when
iam_images/1775.png,"told this "" by some # people"
iam_images/1776.png,food subsidies would probably be
iam_images/1777.png,season moves into top gear .
iam_images/1778.png,BUDGETTE or no Budgette YOU are
iam_images/1779.png,"replaced by a system of tariffs "" That"
iam_images/1780.png,all-time peak .
iam_images/1781.png,"will mean a rise in the cost of living . """
iam_images/1782.png,the spending spree is at a new
iam_images/1783.png,"If we joined the Common Market , our"
iam_images/1784.png,spending more as the summer holiday
iam_images/1785.png,On the eve of August Bank Holiday
iam_images/1786.png,Now look at the other side of all
iam_images/1787.png,sixth successive week - this
iam_images/1788.png,Note circulation soared for the
iam_images/1789.png,these coins .
iam_images/1790.png,"100,000,000 more than the corresponding"
iam_images/1791.png,"time by more than 15,000,000 # last"
iam_images/1792.png,week . And that brought the figure
iam_images/1793.png,"week last year and 37,000,000 up on"
iam_images/1794.png,the 1960 record set last Christmas .
iam_images/1795.png,"to a record 2,415,000,000 . This was"
iam_images/1796.png,form of special deposits with the Bank of England .
iam_images/1797.png,stricter in recalling existing overdrafts . This is underlined in
iam_images/1798.png,difficult to arrange a loan or overdraft . And banks will be
iam_images/1799.png,the Central Bank's weekly return ... ... which shows that more
iam_images/1800.png,"The big "" squeeze "" means that it is going to be more"
iam_images/1801.png,"than 163,000,000 of the banks' money is now frozen in the"
iam_images/1802.png,"instalment of almost 8,000,000"
iam_images/1803.png,"this year . """
iam_images/1804.png,MR. KRUSCHEV raises the bogy of
iam_images/1805.png,in response to the Budgette appeal .
iam_images/1806.png,by September 20 . For nearly a year
iam_images/1807.png,"About another 70,000,000 is due"
iam_images/1808.png,"about 150,000,000 has been frozen ."
iam_images/1809.png,Banks have paid in a first
iam_images/1810.png,German militarism in his replies to
iam_images/1811.png,the West on Berlin . And he repeats
iam_images/1812.png,"that the problem "" must be solved"
iam_images/1813.png,forces and arms to touch off a world war .
iam_images/1814.png,"treaty with Germany causes no real danger . West Germany ,"
iam_images/1815.png,West Germany were published in Moscow yesterday . They
iam_images/1816.png,"hotbed of war danger in Europe . Even now , aided by"
iam_images/1817.png,"with its militarists and revenge-seekers , is becoming a"
iam_images/1818.png,"the U.S. , Britain and France , it has more than enough"
iam_images/1819.png,The Notes to the Big Three and a memorandum to
iam_images/1820.png,tell : The U.S. - It is false to say the absence of a peace
iam_images/1821.png,put at the disposal of those very militarists who razed
iam_images/1822.png,cities . FRANCE - One can hardly conceive the French are
iam_images/1823.png,generals and officers .
iam_images/1824.png,"not alarmed ... . Next door , in West Germany , before everyone's"
iam_images/1825.png,eyes there has sprung up a regular army led by former Nazi
iam_images/1826.png,BRITAIN - One cannot but wonder at British bases being
iam_images/1827.png,Coventry and barbarously bombed London and other British
iam_images/1828.png,contingency would be to sign a peace treaty to remove the cancerous
iam_images/1829.png,determination and tramples on Tunisians' right to independence .
iam_images/1830.png,realization that West Germany would not survive even a few hours
iam_images/1831.png,With fire and sword France denies Algeria the right to self-
iam_images/1832.png,growth of West Berlin's occupation status .
iam_images/1833.png,of a third world war . The best way to rule out such a tragic
iam_images/1834.png,WEST GERMANY - Russia would like to see a clear #
iam_images/1835.png,DURING MONDAY NIGHT . And officials
iam_images/1836.png,West Germany . REFUGEES are pouring out
iam_images/1837.png,"3,000 a day ."
iam_images/1838.png,expect the total to leap to
iam_images/1839.png,Berlin faster than ever . Mr. K's latest
iam_images/1840.png,# of East Germany into West
iam_images/1841.png,determination is the intention to impose
iam_images/1842.png,Behind Bonn's slogan of German self-
iam_images/1843.png,on East Germany the regime existing in
iam_images/1844.png,"speech scared 1,157 East Germans to"
iam_images/1845.png,cross into West Berlin's reception centre
iam_images/1846.png,"East German disturbances on July 17 , 1953 . And officials"
iam_images/1847.png,fear it may be too much for the city's refugee camps .
iam_images/1848.png,This figure has been surpassed only on the eve of the
iam_images/1849.png,They will overflow and private houses will have to be used .
iam_images/1850.png,Commonwealth ? The issue is touch and go .
iam_images/1851.png,Prime Minister after Prime Minister speaks out
iam_images/1852.png,Conference in London . Will it end with
iam_images/1853.png,South Africa's exclusion from the
iam_images/1854.png,in revulsion against the South African
iam_images/1855.png,for the curtain to rise on the Commonwealth
iam_images/1856.png,Government's policy of apartheid as we wait
iam_images/1857.png,not clear-cut .
iam_images/1858.png,Republic later in the year . But if a final
iam_images/1859.png,do the strongest arguments lie ? THE Archbishop
iam_images/1860.png,of Capetown has shown that the matter is
iam_images/1861.png,wait until South Africa actually becomes a
iam_images/1862.png,"decision is to be faced now , on which side"
iam_images/1863.png,settled at this conference . It may be agreed to
iam_images/1864.png,There is a possibility that it will not be
iam_images/1865.png,working for a change of policy . In his view
iam_images/1866.png,Africans .
iam_images/1867.png,it would also be against the interests of the
iam_images/1868.png,with attention . On purely practical grounds he
iam_images/1869.png,holds that it would be a mistake to expel
iam_images/1870.png,fighter against apartheid . He must be heard
iam_images/1871.png,"South Africa , weakening the whites who are"
iam_images/1872.png,The Archbishop has long been a courageous
iam_images/1873.png,the apartheid policy .
iam_images/1874.png,Africa while she remains in the Commonwealth
iam_images/1875.png,Verwoerd and the Nationalists . They point out
iam_images/1876.png,"On the other hand , those who favour expulsion , inclu-"
iam_images/1877.png,than could be exercised were she cut off from it .
iam_images/1878.png,that Dr. Verwoerd refuses to consider abandoning
iam_images/1879.png,"ding African leaders , feel that nothing less than the"
iam_images/1880.png,shock of expulsion will weaken the grip of Dr.
iam_images/1881.png,He holds that more pressure can be put on South
iam_images/1882.png,a Commonwealth which had room for a racist
iam_images/1883.png,Whatever statesmen say at the conference table in
iam_images/1884.png,who is white .
iam_images/1885.png,policy of racial discrimination in any of its countries
iam_images/1886.png,which five citizens are coloured for every one
iam_images/1887.png,THE Commonwealth is a multi-racial society . A
iam_images/1888.png,South Africa . And this is a Commonwealth in
iam_images/1889.png,"London , millions at home would regard as fraudulent"
iam_images/1890.png,is surely the one thing that it could not survive .
iam_images/1891.png,apartheid is a menace to the Commonwealth and a
iam_images/1892.png,liability to the whole Western world . A practical
iam_images/1893.png,a set of principles excluding race discrimination .
iam_images/1894.png,solution would be for the Commonwealth to draft
iam_images/1895.png,"Seen in this wider picture , a South Africa that clings to"
iam_images/1896.png,or go out .
iam_images/1897.png,"And so leave South Africa to make the grade ,"
iam_images/1898.png,have taken the headlines in this country .
